,LAT,LNG,COMUNA,Tipo_Accid,Causa_CON,Tipo_CONA,Fallecidos,Graves,Menos_Grav,Leves,Hora,Fecha
3846,-20.21291,-70.142624,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,1,0,12:30:00,2019-03-11
3847,-20.213909,-70.142715,IQUIQUE,CHOQUE FRONTAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,11:25:00,2019-09-15
3848,-20.213909,-70.142715,IQUIQUE,COLISION PERPENDICULAR,ALCOHOL EN CONDUCTOR,COLISION,0,0,0,0,14:20:00,2019-07-12
3849,-20.213909,-70.142715,IQUIQUE,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,12:30:00,2019-08-10
3850,-20.215305,-70.142899,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,09:15:00,2019-12-09
3851,-20.217808,-70.143028,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,08:20:00,2019-06-29
3852,-20.230684,-70.136597,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:00:00,2019-03-29
3853,-20.230635,-70.137627,IQUIQUE,CHOQUE POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,18:45:00,2019-10-02
3854,-20.230635,-70.137627,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,1,10:55:00,2019-04-19
3855,-20.230635,-70.137627,IQUIQUE,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,19:30:00,2019-02-25
3856,-20.230143,-70.141182,IQUIQUE,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:05:00,2019-07-05
3857,-20.230143,-70.141182,IQUIQUE,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,17:20:00,2019-07-05
3858,-20.230143,-70.141182,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,21:00:00,2019-06-14
3859,-20.230143,-70.141182,IQUIQUE,CHOQUE,OTRAS CAUSAS,CHOQUE,0,0,0,0,16:00:00,2019-09-27
3860,-20.230831,-70.141487,IQUIQUE,CHOQUE FRENTE/POSTERIOR,FALLAS MECANICAS,CHOQUE,0,0,0,1,07:30:00,2019-04-05
3861,-20.211648,-70.137193,IQUIQUE,CHOQUE POSTERIOR/FRENTE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,20:50:00,2020-01-17
3862,-20.277556,-70.124758,IQUIQUE,CHOQUE,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,20:30:00,2020-05-06
3863,-20.2306665,-70.1371297,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,15:00:00,2020-01-18
3864,-20.2297799,-70.1307042,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,22:15:00,2020-01-18
3865,-20.2269962,-70.1354064,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,19:45:00,2020-01-18
3866,-20.2195518,-70.1467191,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,20:00:00,2020-01-19
3867,-20.252536,-70.134527,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,08:30:00,2020-03-09
3868,-20.2167759,-70.1474073,IQUIQUE,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:05:00,2020-03-09
3869,-20.2333594,-70.1325224,IQUIQUE,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,13:30:00,2020-03-09
3870,-20.2305996,-70.1386507,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,04:15:00,2020-03-09
3871,-20.2292198,-70.1462101,IQUIQUE,COLISION FRONTAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,08:15:00,2020-03-10
3872,-20.2276843,-70.1402925,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,08:45:00,2020-03-12
3873,-20.2232899,-70.1505932,IQUIQUE,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,15:00:00,2020-03-13
3874,-20.2918025,-70.1275694,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,15:50:00,2020-03-13
3875,-20.2149301,-70.1472381,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,1,0,19:15:00,2020-03-13
3876,-20.2118561,-70.1382805,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,21:00:00,2020-03-13
3877,-20.2351843,-70.1472318,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,07:50:00,2020-03-14
3878,-20.2267538,-70.1477914,IQUIQUE,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,10:10:00,2020-03-15
3879,-20.2148322,-70.1389636,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,14:00:00,2020-03-16
3880,-20.255713,-70.1342417,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,19:23:00,2020-03-19
3881,-20.2266951,-70.1329132,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:25:00,2020-03-16
3882,-20.2202958,-70.1521312,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,20:40:00,2020-03-17
3883,-20.2109307,-70.1514957,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,12:13:00,2020-03-17
3884,-20.2290585,-70.1349419,IQUIQUE,CHOQUE POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,15:31:00,2020-03-18
3885,-20.2208561,-70.1319844,IQUIQUE,VOLCADURA,PERDIDA CONTROL VEHICULO,VOLCADURA,0,0,0,0,19:51:00,2020-03-19
3886,-20.2080995,-70.1297933,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,23:30:00,2020-03-21
3887,-20.2279606,-70.1367809,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,19:15:00,2020-03-24
3888,-20.2120863,-70.1510579,IQUIQUE,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,12:50:00,2020-03-27
3889,-20.2235144,-70.1458108,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,18:45:00,2020-03-27
3890,-20.2265351,-70.1437056,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,21:50:00,2020-03-28
3891,-20.2137936,-70.1449128,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,08:00:00,2020-03-29
3892,-20.2287626,-70.140574,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,07:30:00,2020-03-31
3893,-20.2448205,-70.1266967,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,10:40:00,2020-04-02
3894,-20.2213086,-70.1515718,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,10:40:00,2020-04-06
3895,-20.2134898,-70.1310453,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,19:00:00,2020-04-07
3896,-20.2131386,-70.1543387,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,09:40:00,2020-04-07
3897,-20.2335522,-70.1282236,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL PEATON,ATROPELLO,0,0,0,1,22:00:00,2020-04-11
3898,-20.2181701,-70.1551829,IQUIQUE,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,08:00:00,2020-04-13
3899,-20.2585494,-70.1314285,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,15:00:00,2020-04-14
3900,-20.2110078,-70.1516025,IQUIQUE,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,10:00:00,2020-04-14
3901,-20.2171702,-70.1495574,IQUIQUE,CHOQUE FRENTE/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,18:30:00,2020-04-15
3902,-20.2275637,-70.1456933,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,18:35:00,2020-04-18
3903,-20.2484414,-70.1352053,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,15:00:00,2020-04-20
3904,-20.2291734,-70.146749,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,16:00:00,2020-04-20
3905,-20.2208235,-70.1432206,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,16:45:00,2020-04-21
3906,-20.2244564,-70.145933,IQUIQUE,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,18:45:00,2020-04-21
3907,-20.2122614,-70.1484475,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,13:50:00,2020-04-22
3908,-20.2294965,-70.1308818,IQUIQUE,COLISION PERPENDICULAR,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,19:45:00,2020-04-23
3909,-20.2599382,-70.1249083,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,19:30:00,2020-04-25
3910,-20.2286265,-70.1438057,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,17:30:00,2020-04-25
3911,-20.2786867,-70.101096,ALTO HOSPICIO,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,19:54:00,2020-04-28
3912,-20.2273793,-70.1471585,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,17:00:00,2020-01-19
3913,-20.2800542,-70.1007563,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,FALLAS MECANICAS,CHOQUE,0,0,0,0,07:55:00,2020-05-06
3914,-20.255713,-70.1342417,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,19:13:00,2020-03-18
3915,-20.238243,-70.1441106,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,12:53:00,2020-01-20
3916,-20.2330057,-70.1302175,IQUIQUE,COLISION,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,17:45:00,2020-05-11
3917,-20.2601937,-70.1259852,IQUIQUE,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,VOLCADURA,0,0,0,1,19:30:00,2020-05-20
3918,-20.2136086,-70.1458682,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,18:35:00,2020-05-02
3919,-20.272964,-70.1294999,IQUIQUE,CHOQUE,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,11:40:00,2020-05-23
3920,-20.2409532,-70.1449725,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,12:30:00,2020-05-30
3921,-20.215546,-70.1390644,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,1,10:30:00,2020-05-04
3922,-20.2195058,-70.1475571,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,11:35:00,2020-05-08
3923,-20.2158425,-70.1344699,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,14:55:00,2020-05-09
3924,-20.2287626,-70.140574,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,13:00:00,2020-05-13
3925,-20.2208561,-70.1319844,IQUIQUE,VOLCADURA,PERDIDA CONTROL VEHICULO,VOLCADURA,0,0,0,0,15:20:00,2020-05-15
3926,-20.2193218,-70.1347013,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,09:15:00,2020-05-17
3927,-20.2093046,-70.151505,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,14:20:00,2020-05-20
3928,-20.2416778,-70.1441063,IQUIQUE,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,07:00:00,2020-06-01
3929,-20.2329027,-70.133599,IQUIQUE,COLISION FRONTAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,15:30:00,2020-06-01
3930,-20.2666181,-70.1028585,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:40:00,2020-06-03
3931,-20.2187327,-70.1453448,IQUIQUE,CHOQUE POSTERIOR/FRENTE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,07:50:00,2020-05-22
3932,-20.2872504,-70.1037941,ALTO HOSPICIO,CHOQUE FRONTAL,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,0,23:55:00,2020-06-05
3933,-20.2205751,-70.1375324,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,21:20:00,2020-05-09
3934,-20.2252454,-70.148848,IQUIQUE,CHOQUE POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,12:00:00,2020-06-04
3935,-20.2167759,-70.1474073,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,16:00:00,2020-06-04
3936,-20.2156021,-70.1556159,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,11:00:00,2020-06-05
3937,-20.2195518,-70.1467191,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,13:20:00,2020-06-12
3938,-20.2688456,-70.1018435,ALTO HOSPICIO,COLISION,ALCOHOL EN CONDUCTOR,COLISION,0,0,0,0,13:00:00,2020-06-13
3939,-20.2365343,-70.1420811,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,20:50:00,2020-06-12
3940,-20.2496643,-70.1289283,IQUIQUE,CHOQUE,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,0,19:15:00,2020-06-12
3941,-20.2193218,-70.1347013,IQUIQUE,CHOQUE POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,18:15:00,2020-06-15
3942,-20.2189699,-70.1413536,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,10:50:00,2020-01-22
3943,-20.2321264,-70.145627,IQUIQUE,CHOQUE,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,11:00:00,2020-06-16
3944,-20.263568,-70.1220665,IQUIQUE,CHOQUE,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,11:00:00,2020-06-18
3945,-20.2298511,-70.1320883,IQUIQUE,CHOQUE FRONTAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,16:00:00,2020-06-14
3946,-20.2256436,-70.1398155,IQUIQUE,CHOQUE POSTERIOR/FRENTE,OTRAS CAUSAS,CHOQUE,0,0,0,0,12:45:00,2020-06-14
3947,-20.2102996,-70.1384095,IQUIQUE,ATROPELLO,OTRAS CAUSAS,ATROPELLO,0,1,0,0,23:30:00,2020-06-14
3948,-20.2249004,-70.1370717,IQUIQUE,COLISION LATERAL,ALCOHOL EN CONDUCTOR,COLISION,0,0,0,1,21:40:00,2020-06-17
3949,-20.2127518,-70.1493811,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,10:40:00,2020-06-18
3950,-20.2195058,-70.1475571,IQUIQUE,OTRO TIPO,IMPRUDENCIA DEL CONDUCTOR,OTRO TIPO,0,0,0,0,18:50:00,2020-06-18
3951,-20.2278732,-70.1309752,IQUIQUE,COLISION POR ALCANCE,CAUSAS NO DETERMINADAS,COLISION,0,0,0,0,13:30:00,2020-06-17
3952,-20.2497169,-70.1274464,IQUIQUE,CHOQUE,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,0,23:00:00,2020-06-26
3953,-20.2409536,-70.137693,IQUIQUE,COLISION FRONTAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,13:20:00,2020-06-23
3954,-20.2128128,-70.141805,IQUIQUE,ATROPELLO,CAUSAS NO DETERMINADAS,ATROPELLO,0,0,1,0,05:15:00,2020-07-04
3955,-20.25145,-70.1319383,IQUIQUE,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,13:15:00,2020-07-04
3956,-20.2130763,-70.1320839,IQUIQUE,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,11:00:00,2020-07-02
3957,-20.2582963,-70.1291235,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,19:45:00,2020-07-08
3958,-20.219294,-70.150411,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,1,13:50:00,2020-07-10
3959,-20.2484037,-70.1242367,IQUIQUE,CHOQUE POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,20:30:00,2020-07-09
3960,-20.2342003,-70.1460099,IQUIQUE,COLISION POR ALCANCE,ALCOHOL EN CONDUCTOR,COLISION,0,1,0,0,21:15:00,2020-04-11
3961,-20.23308,-70.140774,IQUIQUE,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,1,12:30:00,2020-07-16
3962,-20.2971826,-70.1068564,ALTO HOSPICIO,COLISION,ALCOHOL EN CONDUCTOR,COLISION,0,0,0,0,21:50:00,2020-06-18
3963,-20.2048845,-70.131308,IQUIQUE,CHOQUE FRONTAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,13:25:00,2020-07-18
3964,-20.2831982,-70.1041336,ALTO HOSPICIO,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,1,18:10:00,2020-07-04
3965,-20.2670356,-70.0953932,ALTO HOSPICIO,CHOQUE,CAUSAS NO DETERMINADAS,CHOQUE,0,0,0,0,20:40:00,2020-07-05
3966,-20.217943,-70.1402358,IQUIQUE,COLISION FRONTAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,20:15:00,2020-07-23
3967,-20.2343853,-70.1381876,IQUIQUE,CHOQUE LADO/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,22:00:00,2020-07-16
3968,-20.2521998,-70.1036669,ALTO HOSPICIO,CHOQUE FRONTAL,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,1,07:00:00,2020-07-11
3969,-20.272194,-70.124021,IQUIQUE,CHOQUE FRENTE/FRENTE,FALLAS MECANICAS,CHOQUE,0,0,0,0,09:00:00,2020-07-21
3970,-20.2334817,-70.1379182,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,13:00:00,2020-07-23
3971,-20.2561634,-70.1322543,IQUIQUE,CHOQUE FRONTAL,CAUSAS NO DETERMINADAS,CHOQUE,0,0,0,0,12:30:00,2020-07-24
3972,-20.2385797,-70.1368321,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,19:10:00,2020-07-25
3973,-20.2603704,-70.1323614,IQUIQUE,COLISION FRONTAL,OTRAS CAUSAS,COLISION,0,0,0,0,11:30:00,2020-12-25
3974,-20.2847174,-70.1022289,ALTO HOSPICIO,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,1,10:30:00,2020-07-13
3975,-20.2522398,-70.1071866,ALTO HOSPICIO,ATROPELLO,OTRAS CAUSAS,ATROPELLO,0,0,1,0,21:00:00,2020-07-24
3976,-20.222924,-70.137367,IQUIQUE,CHOQUE FRONTAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,12:20:00,2020-07-25
3977,-20.2188278,-70.1436951,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,17:00:00,2020-07-27
3978,-20.2290311,-70.135502,IQUIQUE,COLISION PERPENDICULAR,OTRAS CAUSAS,COLISION,0,0,0,0,11:10:00,2020-07-28
3979,-20.2254544,-70.146027,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,13:50:00,2020-07-29
3980,-20.229861,-70.130652,IQUIQUE,CHOQUE FRENTE/LADO,OTRAS CAUSAS,CHOQUE,0,0,0,0,17:50:00,2020-08-02
3981,-20.2193218,-70.1347013,IQUIQUE,CHOQUE POSTERIOR/FRENTE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,19:30:00,2020-07-21
3982,-20.2379443,-70.1399453,IQUIQUE,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,11:00:00,2020-08-02
3983,-20.2248356,-70.1380641,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,19:30:00,2020-07-31
3984,-20.2464084,-70.131271,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,11:35:00,2020-08-05
3985,-20.2158425,-70.1344699,IQUIQUE,COLISION PERPENDICULAR,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,4,18:30:00,2020-08-05
3986,-20.2134376,-70.1398381,IQUIQUE,COLISION PERPENDICULAR,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,1,12:13:00,2020-08-06
3987,-20.238243,-70.1441106,IQUIQUE,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,11:30:00,2020-08-06
3988,-20.2359832,-70.1447332,IQUIQUE,CHOQUE,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,00:20:00,2020-08-06
3989,-20.269794,-70.1238378,IQUIQUE,CHOQUE,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,0,17:55:00,2020-08-07
3990,-20.257831,-70.132479,IQUIQUE,COLISION,PERDIDA CONTROL VEHICULO,COLISION,0,0,0,0,14:30:00,2020-08-08
3991,-20.2607361,-70.0882497,ALTO HOSPICIO,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,18:00:00,2020-08-06
3992,-20.2396109,-70.1342741,IQUIQUE,CHOQUE FRONTAL,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,1,16:31:00,2020-08-09
3993,-20.2471104,-70.1372058,IQUIQUE,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,13:00:00,2020-08-12
3994,-20.219804,-70.1421126,IQUIQUE,CHOQUE POSTERIOR/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,11:00:00,2020-08-03
3995,-20.2110142,-70.1439375,IQUIQUE,CHOQUE POSTERIOR/FRENTE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,2,10:55:00,2020-08-11
3996,-20.2237016,-70.14075,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,2,14:00:00,2020-08-12
3997,-20.2109436,-70.151012,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,15:45:00,2020-08-12
3998,-20.2146929,-70.1423333,IQUIQUE,CHOQUE FRENTE/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,08:30:00,2020-09-10
3999,-20.2301432,-70.1411798,IQUIQUE,COLISION PERPENDICULAR,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,16:30:00,2020-08-14
4000,-20.2386456,-70.1448671,IQUIQUE,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,10:10:00,2020-08-17
4001,-20.2162481,-70.1436375,IQUIQUE,CHOQUE LATERAL,CAUSAS NO DETERMINADAS,CHOQUE,0,0,0,0,18:00:00,2020-08-20
4002,-20.254263,-70.125981,IQUIQUE,COLISION,ALCOHOL EN CONDUCTOR,COLISION,0,0,0,1,16:30:00,2020-08-21
4003,-20.2688096,-70.0982439,ALTO HOSPICIO,COLISION,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,07:35:00,2020-08-08
4004,-20.2713566,-70.1066944,ALTO HOSPICIO,OTRO TIPO,CAUSAS NO DETERMINADAS,OTRO TIPO,0,0,0,0,17:10:00,2020-08-11
4005,-20.2658637,-70.1022852,ALTO HOSPICIO,ATROPELLO,CAUSAS NO DETERMINADAS,ATROPELLO,0,1,0,0,21:00:00,2020-08-07
4006,-20.2498961,-70.1275957,IQUIQUE,COLISION,ALCOHOL EN CONDUCTOR,COLISION,0,0,0,2,23:30:00,2020-08-22
4007,-20.2315094,-70.1375521,IQUIQUE,CHOQUE,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,03:55:00,2020-08-22
4008,-20.230949,-70.142074,IQUIQUE,CHOQUE POSTERIOR,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,10:10:00,2020-08-24
