,Fecha,Hora,Comuna,Accidentes,Causas,Muertos,Graves,Menos Graves,Leves,Ilesos,Urbano/Rural,Latitud,Longitud
14397,16/10/2018,07:30,IQUIQUE,Colisión,"Señalización, desobedecer luz roja de semáforo",0,0,0,1,1,URBANO,-20.2244564,-70.145933
14398,16/10/2018,09:54,IQUIQUE,Atropello,Otras causas,0,0,0,1,1,RURAL,-20.2307033,-70.1356692
14399,16/10/2018,14:50,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2111906,-70.1384119
14400,16/10/2018,19:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2069535,-70.1404793
14401,16/10/2018,21:10,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,5,1,RURAL,-20.2686722,-70.1049169
14402,17/10/2018,01:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2387359,-70.1426512
14403,17/10/2018,15:15,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2686722,-70.1049169
14404,17/10/2018,15:40,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,1,0,0,1,URBANO,-20.2197049,-70.1437707
14405,17/10/2018,16:50,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,1,0,0,0,URBANO,-20.2111906,-70.1384119
14406,17/10/2018,18:30,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2666181,-70.1028585
14407,17/10/2018,19:40,POZO ALMONTE,Volcadura,"Fallas mecánicas, neumáticos",0,0,0,1,0,RURAL,-20.2570503,-69.7857064
14408,18/10/2018,09:25,POZO ALMONTE,Volcadura,"Condiciones físicas deficientes (cansancio, sueño)",1,1,0,0,0,RURAL,-20.2570503,-69.7857064
14409,18/10/2018,11:00,ALTO HOSPICIO,Choque,Perdida control vehículo,0,0,0,0,3,URBANO,-20.2686722,-70.1049169
14410,18/10/2018,13:00,IQUIQUE,Choque,"Vehiculo en retroceso, conducir",0,0,0,0,1,URBANO,-20.2543166,-70.1260602
14412,18/10/2018,13:50,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,3,URBANO,-20.244863,-70.1334046
14413,18/10/2018,17:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
14414,18/10/2018,17:40,ALTO HOSPICIO,Choque,Perdida control vehículo,0,0,0,0,1,URBANO,-20.2701972,-70.1009113
14415,19/10/2018,03:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2307033,-70.1356692
14416,19/10/2018,11:00,ALTO HOSPICIO,Choque,"Fallas mecánicas, frenos",0,0,0,0,1,URBANO,-20.2839611,-70.1044103
14417,19/10/2018,18:19,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,-20.244478,-70.1410328
14418,20/10/2018,08:00,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,2,0,URBANO,-20.2289249,-70.137476
14419,20/10/2018,09:15,IQUIQUE,Colisión,Conducción en estado de ebriedad,0,0,0,0,2,URBANO,-20.248044,-70.1251965
14420,20/10/2018,10:00,POZO ALMONTE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,RURAL,-20.2570503,-69.7857064
14421,20/10/2018,10:30,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,-20.2090467,-70.13977
14422,20/10/2018,12:00,HUARA,Volcadura,Perdida control vehículo,0,0,0,1,0,RURAL,-19.995924,-69.7712417
14423,20/10/2018,13:20,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,1,URBANO,-20.268972,-70.1069944
14424,20/10/2018,17:30,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,1,URBANO,-20.2445158,-70.131685
14425,20/10/2018,19:10,IQUIQUE,Colisión,Conducción en estado de ebriedad,0,0,0,3,1,URBANO,-20.2489752,-70.1326219
14426,20/10/2018,19:40,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2701972,-70.1009113
14427,21/10/2018,10:10,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,2,URBANO,-20.2482419,-70.1291267
14428,21/10/2018,10:20,HUARA,Choque,"Condiciones físicas deficientes (cansancio, sueño)",0,1,0,0,0,RURAL,-19.995924,-69.7712417
14429,21/10/2018,14:40,IQUIQUE,Volcadura,Conducción en estado de ebriedad,0,1,0,0,0,URBANO,-20.2297783,-70.1290144
14430,21/10/2018,18:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2177479,-70.1442373
14431,21/10/2018,21:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2440491,-70.1405831
14432,22/10/2018,06:45,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,2,URBANO,-20.2227405,-70.1411693
14433,22/10/2018,11:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2110519,-70.1431517
14434,22/10/2018,12:45,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
14435,22/10/2018,13:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2233771,-70.1492554
14437,22/10/2018,19:10,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada fuera paso peatones",0,0,0,1,1,URBANO,-20.2572284,-70.1001033
14438,22/10/2018,19:30,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2543166,-70.1260602
14439,22/10/2018,22:30,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2176315,-70.1465983
14440,23/10/2018,06:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2243231,-70.1331496
14441,23/10/2018,07:40,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,2,2,URBANO,-20.2248356,-70.1380641
14442,23/10/2018,07:50,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,3,URBANO,-20.2248356,-70.1380641
14443,23/10/2018,15:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,1,1,RURAL,-20.2307033,-70.1356692
14444,23/10/2018,20:35,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2409532,-70.1449725
14445,23/10/2018,21:15,IQUIQUE,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,0,0,1,1,URBANO,-20.2373067,-70.139562
14446,23/10/2018,21:28,POZO ALMONTE,Atropello,Causas no determinadas,0,0,0,1,1,RURAL,-20.2570503,-69.7857064
14447,24/10/2018,07:30,ALTO HOSPICIO,Choque,"Fallas mecánicas, frenos",0,0,0,0,1,URBANO,-20.2494259,-70.1008346
14448,24/10/2018,17:10,ALTO HOSPICIO,Colisión,"Vehiculo en retroceso, conducir",0,0,0,0,1,URBANO,-20.2719484,-70.1029629
14449,24/10/2018,18:00,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2134898,-70.1310453
14450,24/10/2018,19:10,ALTO HOSPICIO,Colisión,Perdida control vehículo,0,0,0,0,1,URBANO,-20.2487616,-70.1054625
14451,25/10/2018,03:30,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,-20.2543166,-70.1260602
14452,25/10/2018,13:30,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2233771,-70.1492554
14453,25/10/2018,13:40,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2175833,-70.1474318
14454,25/10/2018,15:45,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,1,0,2,URBANO,-20.2128199,-70.1448148
14455,25/10/2018,18:30,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,1,0,2,2,RURAL,-20.2686722,-70.1049169
14456,25/10/2018,20:00,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2885751,-70.0840983
14457,26/10/2018,07:50,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2152505,-70.1435156
14458,26/10/2018,08:20,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2686722,-70.1049169
14459,26/10/2018,09:20,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2163207,-70.1391357
14460,26/10/2018,11:15,HUARA,Choque,Otras causas,0,0,0,0,1,RURAL,-19.995924,-69.7712417
14461,26/10/2018,11:20,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,1,0,0,1,URBANO,-20.2925294,-70.1251716
14462,26/10/2018,13:40,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2244564,-70.145933
14463,26/10/2018,18:10,IQUIQUE,Atropello,No respetar derecho preferente de paso a peatón,0,0,0,0,1,URBANO,-20.2157202,-70.135764
14464,26/10/2018,18:20,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2158511,-70.1502751
14465,26/10/2018,19:19,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2367218,-70.1381753
14466,26/10/2018,20:15,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,1,1,URBANO,-20.2507313,-70.1286646
14467,26/10/2018,21:20,HUARA,Choque,Perdida control vehículo,0,0,0,0,0,RURAL,-19.995924,-69.7712417
14468,26/10/2018,23:30,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,0,URBANO,-20.223043,-70.1515888
14469,27/10/2018,07:10,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2620945,-70.1251435
14470,27/10/2018,07:50,ALTO HOSPICIO,Colisión,Causas no determinadas,0,0,0,0,1,URBANO,-20.2686722,-70.1049169
14471,27/10/2018,08:00,ALTO HOSPICIO,Volcadura,Perdida control vehículo,0,1,0,0,0,RURAL,-20.2686722,-70.1049169
14472,27/10/2018,13:20,POZO ALMONTE,Volcadura,Perdida control vehículo,0,0,0,0,1,RURAL,-20.2570503,-69.7857064
14473,27/10/2018,17:30,IQUIQUE,Choque,"Vehiculo en retroceso, conducir",0,0,0,1,0,URBANO,-20.210981,-70.1320011
14474,27/10/2018,18:00,IQUIQUE,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,2,URBANO,-20.2187948,-70.1443066
14475,27/10/2018,22:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2322952,-70.133309
14476,28/10/2018,06:00,IQUIQUE,Choque,"Vehiculo en retroceso, conducir",0,0,0,0,1,URBANO,-20.2402671,-70.1422731
14477,28/10/2018,07:20,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
14478,28/10/2018,09:00,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,1,1,URBANO,-20.2804894,-70.102822
14479,28/10/2018,11:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2367757,-70.1485314
14480,28/10/2018,21:00,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
14481,28/10/2018,21:10,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,2,URBANO,-20.2486089,-70.1382111
14482,28/10/2018,22:15,IQUIQUE,Volcadura,Perdida control vehículo,0,1,0,0,0,URBANO,-20.2184918,-70.1494876
14483,29/10/2018,00:20,ALTO HOSPICIO,Choque,Conducción en estado de ebriedad,0,0,0,0,1,URBANO,-20.2718999,-70.0889182
14484,29/10/2018,10:00,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada fuera paso peatones",0,0,0,1,1,URBANO,-20.2662177,-70.1024209
14485,29/10/2018,11:30,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,2,URBANO,-20.2158858,-70.1514135
14486,29/10/2018,13:30,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2169534,-70.1451921
14487,29/10/2018,14:00,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2382195,-70.1367007
14488,29/10/2018,15:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,RURAL,-20.2307033,-70.1356692
14489,29/10/2018,21:50,ALTO HOSPICIO,Choque,"Fallas mecánicas, motor",0,0,0,0,1,URBANO,-20.2605607,-70.1041259
14490,30/10/2018,08:30,IQUIQUE,Colisión,"Fallas mecánicas, frenos",0,0,1,0,6,RURAL,-20.2307033,-70.1356692
14491,30/10/2018,11:40,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,RURAL,-20.2307033,-70.1356692
14492,31/10/2018,07:40,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2524764,-70.134763
14493,31/10/2018,08:40,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2404198,-70.1372473
14494,31/10/2018,11:00,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,2,1,URBANO,-20.2248356,-70.1380641
14495,31/10/2018,12:40,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2141572,-70.1548644
14496,31/10/2018,15:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2175833,-70.1474318
14497,31/10/2018,18:00,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2847174,-70.1022289
14498,31/10/2018,18:20,IQUIQUE,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,1,URBANO,-20.230111,-70.1464372
14499,31/10/2018,20:30,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2212841,-70.1348904
14500,31/10/2018,21:00,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,1,URBANO,-20.2322952,-70.133309
14501,31/10/2018,22:30,IQUIQUE,Colisión,"Vehiculo en retroceso, conducir",0,0,0,0,1,URBANO,-20.2317484,-70.1332246
14502,01/11/2018,04:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
14503,01/11/2018,05:20,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.25145,-70.1319383
14504,01/11/2018,13:00,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,0,3,URBANO,-20.3365124,-69.6562096
14505,01/11/2018,14:25,ALTO HOSPICIO,Colisión,Conducción en estado de ebriedad,0,0,0,0,2,URBANO,-20.2686722,-70.1049169
14506,01/11/2018,14:50,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal pare",0,0,0,1,1,URBANO,-20.2573407,-70.1067768
14507,01/11/2018,17:40,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2251209,-70.1331427
14508,01/11/2018,21:40,ALTO HOSPICIO,Choque,Causas no determinadas,0,0,0,0,0,URBANO,-20.2770148,-70.1020269
14509,01/11/2018,21:45,IQUIQUE,Choque,Adelantamiento sin el espacio y tiempo suficiente,0,0,0,1,1,URBANO,-20.2409125,-70.1360827
14510,02/11/2018,10:26,POZO ALMONTE,Volcadura,Perdida control vehículo,0,1,0,1,0,RURAL,-20.2570503,-69.7857064
14511,02/11/2018,10:50,IQUIQUE,Colisión,"Señalización, desobedecer luz roja de semáforo",0,0,0,1,1,URBANO,-20.2626251,-70.1247655
14512,02/11/2018,14:05,POZO ALMONTE,Volcadura,Perdida control vehículo,0,0,4,0,0,RURAL,-20.2570503,-69.7857064
14513,02/11/2018,17:40,IQUIQUE,Choque,Adelantamiento sin el espacio y tiempo suficiente,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
14514,02/11/2018,18:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2363993,-70.1407744
14515,02/11/2018,18:10,COLCHANE,Volcadura,Perdida control vehículo,0,0,0,1,1,RURAL,-19.2761393,-68.6388049
14516,02/11/2018,22:00,POZO ALMONTE,Otros,"Condiciones físicas deficientes (cansancio, sueño)",0,0,1,0,0,RURAL,-20.2570503,-69.7857064
14517,03/11/2018,10:50,COLCHANE,Choque,Otras causas,0,0,0,0,1,RURAL,-19.2761393,-68.6388049
14518,03/11/2018,14:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2193218,-70.1347013
14519,03/11/2018,14:20,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2197049,-70.1437707
14520,03/11/2018,15:10,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,2,3,URBANO,-20.2248356,-70.1380641
14521,03/11/2018,18:20,ALTO HOSPICIO,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,-20.2686722,-70.1049169
14522,03/11/2018,18:30,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2527346,-70.1076946
14523,03/11/2018,18:30,IQUIQUE,Atropello,"Peatón, ebriedad del",0,0,0,1,1,URBANO,-20.2111906,-70.1384119
14524,03/11/2018,22:25,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,2,1,URBANO,-20.251327,-70.1314193
14525,04/11/2018,01:00,POZO ALMONTE,Otros,"Fallas mecánicas, neumáticos",0,0,1,0,0,RURAL,-20.2570503,-69.7857064
14526,04/11/2018,03:15,IQUIQUE,Volcadura,Causas no determinadas,0,0,1,0,0,RURAL,-20.2307033,-70.1356692
14527,04/11/2018,13:20,ALTO HOSPICIO,Colisión,Conducción en estado de ebriedad,0,0,0,0,2,URBANO,-20.2673757,-70.1074418
14528,04/11/2018,19:50,HUARA,Volcadura,Perdida control vehículo,0,0,0,0,2,RURAL,-19.995924,-69.7712417
14529,04/11/2018,23:00,ALTO HOSPICIO,Choque,Perdida control vehículo,0,0,1,0,1,RURAL,-20.2686722,-70.1049169
14530,05/11/2018,04:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2366267,-70.1493051
14531,05/11/2018,08:15,POZO ALMONTE,Colisión,Conducción en estado de ebriedad,0,0,0,2,2,RURAL,-20.2570503,-69.7857064
14532,05/11/2018,10:45,ALTO HOSPICIO,Colisión,"Señalización, desobedecer luz roja de semáforo",0,0,0,1,1,URBANO,-20.2686722,-70.1049169
14533,05/11/2018,13:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2176315,-70.1465983
14534,05/11/2018,13:38,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,0,2,RURAL,-20.2307033,-70.1356692
14535,05/11/2018,18:10,ALTO HOSPICIO,Choque,"Fallas mecánicas, frenos",0,0,0,0,1,RURAL,-20.2686722,-70.1049169
14536,05/11/2018,20:50,ALTO HOSPICIO,Choque,Causas no determinadas,0,0,0,0,1,URBANO,-20.2779206,-70.099807
14537,06/11/2018,05:30,IQUIQUE,Choque,Conducción bajo la influencia del alcohol,0,0,2,0,0,URBANO,-20.2543166,-70.1260602
14538,06/11/2018,07:49,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2233771,-70.1492554
14539,06/11/2018,09:00,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2194203,-70.1514677
14540,06/11/2018,09:50,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.244478,-70.1410328
14541,06/11/2018,10:00,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2634765,-70.1050536
14542,06/11/2018,10:30,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2686722,-70.1049169
14543,06/11/2018,14:45,IQUIQUE,Colisión,"Señalización, desobedecer luz roja de semáforo",0,1,0,0,1,URBANO,-20.2364664,-70.1360525
14544,06/11/2018,15:15,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.223289,-70.1513691
14545,06/11/2018,15:45,IQUIQUE,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,2,URBANO,-20.2193218,-70.1347013
14546,06/11/2018,17:00,IQUIQUE,Caída,Pasajero sube o desciende de vehículo movimiento,0,0,0,1,1,URBANO,-20.2300539,-70.1409672
14547,06/11/2018,18:30,IQUIQUE,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,1,URBANO,-20.2364664,-70.1360525
14548,06/11/2018,19:00,ALTO HOSPICIO,Atropello,No respetar derecho preferente de paso a peatón,0,0,0,1,1,URBANO,-20.2655426,-70.1015785
14549,06/11/2018,23:20,POZO ALMONTE,Colisión,Causas no determinadas,1,0,0,2,0,RURAL,-20.2570503,-69.7857064
14550,07/11/2018,13:45,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2443662,-70.129305
14551,07/11/2018,16:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,-20.2307033,-70.1356692
14552,07/11/2018,17:30,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,-20.2194645,-70.1403842
14553,07/11/2018,18:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,2,1,URBANO,-20.2306836,-70.1365985
14554,08/11/2018,08:15,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2263676,-70.1487918
14555,08/11/2018,15:00,IQUIQUE,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,2,1,URBANO,-20.2307033,-70.1356692
14556,08/11/2018,15:55,ALTO HOSPICIO,Atropello,Peatón permanece sobre la calzada,0,0,0,1,1,URBANO,-20.2805593,-70.0815697
14557,08/11/2018,16:30,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2484469,-70.1381101
14558,08/11/2018,18:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
14559,08/11/2018,20:45,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,-20.223578,-70.1440132
14560,09/11/2018,06:45,POZO ALMONTE,Choque,Perdida control vehículo,1,0,0,1,0,RURAL,-20.2570503,-69.7857064
14561,09/11/2018,07:05,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,0,1,URBANO,-20.2787886,-70.0935835
14562,09/11/2018,07:40,ALTO HOSPICIO,Caída,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,-20.2775307,-70.1021922
14563,09/11/2018,08:55,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2484469,-70.1381101
14564,09/11/2018,11:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2196748,-70.1443406
14565,09/11/2018,12:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.226501,-70.1446436
14566,09/11/2018,13:10,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,1,2,0,RURAL,-20.2686722,-70.1049169
14567,09/11/2018,13:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
14568,09/11/2018,13:45,IQUIQUE,Choque,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,2,URBANO,-20.2177736,-70.143625
14569,09/11/2018,14:29,IQUIQUE,Atropello,No respetar derecho preferente de paso a peatón,0,0,0,1,0,URBANO,-20.2182922,-70.1521233
14570,09/11/2018,18:30,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2072383,-70.1311396
14571,09/11/2018,21:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2049542,-70.1369169
14572,10/11/2018,05:20,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
14573,10/11/2018,05:45,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,-20.2686722,-70.1049169
14574,10/11/2018,09:10,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
14575,10/11/2018,13:30,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2111906,-70.1384119
14576,10/11/2018,13:50,POZO ALMONTE,Volcadura,Perdida control vehículo,0,0,0,1,0,RURAL,-20.2570503,-69.7857064
14577,10/11/2018,14:00,CAMINA,Choque,Conducción no atento condiciones transito momento,0,0,0,2,0,RURAL,-19.3110655,-69.4269996
14578,10/11/2018,18:50,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2111906,-70.1384119
14579,10/11/2018,21:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,-20.2386128,-70.1383434
14580,11/11/2018,03:00,IQUIQUE,Colisión,Conducción en estado de ebriedad,0,0,0,0,2,RURAL,-20.2307033,-70.1356692
14581,11/11/2018,06:10,ALTO HOSPICIO,Atropello,Causas no determinadas,0,0,0,1,0,URBANO,-20.2686722,-70.1049169
14582,11/11/2018,07:00,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,-20.2612991,-70.1249411
14583,11/11/2018,07:30,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,-20.2247382,-70.139754
14584,11/11/2018,20:25,ALTO HOSPICIO,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2686722,-70.1049169
14586,12/11/2018,00:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2396655,-70.1345536
14587,12/11/2018,02:00,IQUIQUE,Choque,Perdida control vehículo,0,0,0,0,1,URBANO,-20.244478,-70.1410328
14588,12/11/2018,15:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,1,2,1,URBANO,-20.2307033,-70.1356692
14589,12/11/2018,18:25,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2842616,-70.1009194
14590,13/11/2018,03:30,IQUIQUE,Choque,Perdida control vehículo,0,0,0,0,3,URBANO,-20.2378443,-70.1349146
14591,13/11/2018,07:45,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2663718,-70.1002038
